id,english_text,human_bengali_reference
710,"It's real flesh and blood, though it seems to heal itself quickly.","এগুলো আসল রক্ত মাংস, যদিও এটার ক্ষত তাড়াতাড়ি সেরে যাচ্ছে।"
711,"Suck my blood. I should have just said, ""I'm staying, old man!""","আমার কেবল বলা উচিৎ ছিল, ""আমি থাকবো, বয়স্ক মানুষ!"""
712,"The H1N1 influenza virus reached the Gaza Strip much later than it did other places, a fact attributed to the blockade imposed upon its population by both Israel and Egypt.",আশেপাশের অন্য অনেক এলাকার চেয়ে অনেক দেরিতে এইচ১এন১ নামক ভাইরাস জ্বর গাজায় প্রবেশ করল। বাস্তবতা হচ্ছে ইজরায়েল ও মিশর এই এলাকা অবরোধ করে রেখেছে।
713,"For allegedly administering addictive drugs to a Saudi Princess during a medical treatment in the course of his duties at a Saudi hospital. Dr. Raouf has reportedly denied the charges that he was responsible for the ""princess"" getting addicted to sedatives.",সৌদি হাসপাতালে কর্তব্য পালনের সময়ে একজন সৌদি রাজকুমারিকে চিকিৎসা করতে গিয়ে নেশায় আসক্ত করার ঔষধ দেয়ার অভিযোগে।
714,This is Doctor Ebru karaduman.,আমি ইবরু কারাডুমান বলছি... ...
715,I am Doctor Ebru Karaduman.,আমি ইবরু কারাদুমান বলছি
716,Harvard Medical School... top of your class.,হার্ভার্ড মেডিকেল স্কুল... ক্লাসের সেরা ছাত্র
717,"Researchers fear that current warming trends, if uncontrolled, will greatly increase health risks.",গবেষকরা ভয় পাচ্ছে যে সাম্প্রতিক উষ্ণায়নের ধারা অনিয়ন্ত্রিত অবস্থায় থাকলে স্বাস্থ্য সমস্যাগুলোকে অনেক অংশে বাড়িয়ে দেবে।
718,The poison's in his blood.,বিষ এখন তার শরীরে আছে.
719,"What is saddest about the brain death of 24-year-old Iranian man Hamid Kehazaei is what could have saved him: a pair of shoes, or some basic medical treatment.","সবচেয়ে দুঃখের বিষয় হচ্ছে, ২৪ বছর বয়সী ইরানি ছেলে হামিদ কেহাজাইকে ডাক্তারি ভাষায় মৃত্যুর হাত থেকে বাঁচাতে যা যা করা যেতঃ তাকে বাঁচাতে শুধুমাত্র একজোড়া জুতা লাগতো, অথবা কিছু প্রাথমিক চিকিৎসা।"
720,"At the moment, HIV/AIDS infected people have to travel and go all the way to Sana'a, Yemen's capital city, for them to have their CD4 cell count and viral load tested; it's only by having these tests, that a patient can be properly treated and medicines can be suitably prescribed.","সেই মুহূর্তে এইচআইভি/এইডস আক্রান্ত ব্যক্তিকে ইয়েমেনের রাজধানী সানায় যেতে হয়, তাদের সিডি৪ সেল কাউন্ট এবং ভাইরাল লোড পরীক্ষা করার জন্য, এইসব পরীক্ষার মাধ্যমে একজন রোগী কেবল যথাযথ ভাবে এই রোগের চিকিৎসা ও ওষুধ গ্রহণ করতে পারে ও তাকে ঠিকমতো ওষুধপত্র দেওয়া সম্ভব হয়।"
